1 0.76574 0.74848 0.75873
2 0.76760 0.73181 0.75887
3 0.77915 0.75351 0.76714
4 0.78611 0.75379 0.77286
5 0.78985 0.75912 0.77308
6 0.79530 0.75743 0.77530
7 0.79806 0.74864 0.77620
8 0.79776 0.75021 0.77462
9 0.79871 0.75961 0.77252
10 0.80013 0.76166 0.77278
11 0.80616 0.75053 0.77589
12 0.80674 0.75841 0.77403
13 0.80391 0.76342 0.77157
14 0.81027 0.75485 0.77395
15 0.81309 0.74616 0.77467
16 0.80567 0.76325 0.76951
17 0.81422 0.75249 0.77142
18 0.81482 0.75445 0.77309
19 0.81624 0.74138 0.77199
20 0.81846 0.74277 0.77202
21 0.81943 0.74917 0.77186
22 0.81292 0.76265 0.76758
23 0.82036 0.75370 0.77009
24 0.82089 0.74908 0.76911
25 0.82289 0.74370 0.76801
26 0.82012 0.73267 0.76613
27 0.82482 0.75076 0.76908
28 0.82124 0.75800 0.76553
29 0.82665 0.74822 0.76772
30 0.82740 0.75032 0.76852
