1 0.68781 0.71686 0.68211
2 0.72351 0.72217 0.71881
3 0.70205 0.66699 0.69779
4 0.58347 0.51498 0.58062
5 0.73393 0.72299 0.72804
6 0.68989 0.72186 0.68165
7 0.73081 0.73491 0.72500
8 0.72028 0.72422 0.71379
9 0.72517 0.73499 0.71760
10 0.71801 0.73166 0.71154
11 0.73002 0.73705 0.72262
12 0.71706 0.73253 0.70986
13 0.72547 0.73490 0.71864
14 0.71013 0.72894 0.70379
15 0.71572 0.73144 0.70924
16 0.71828 0.72891 0.71164
17 0.71911 0.73229 0.71354
18 0.72240 0.72752 0.71539
19 0.69858 0.71814 0.69243
20 0.70659 0.72280 0.70028
21 0.70317 0.72063 0.69673
22 0.70724 0.72176 0.70110
23 0.69697 0.71749 0.69027
24 0.70009 0.71743 0.69399
25 0.69289 0.71380 0.68668
26 0.69866 0.71398 0.69251
27 0.66157 0.70172 0.65478
