1 0.67997 0.70259 0.67374
2 0.68472 0.71071 0.67771
3 0.60148 0.54398 0.59730
4 0.70751 0.71839 0.70105
5 0.69376 0.71323 0.68598
6 0.70703 0.71091 0.70070
7 0.69911 0.71040 0.69130
8 0.69569 0.71961 0.68993
9 0.60318 0.53312 0.60071
10 0.70023 0.70787 0.69224
11 0.67377 0.70487 0.66629
12 0.69362 0.70620 0.68561
13 0.69755 0.70918 0.68900
14 0.68779 0.70543 0.67812
15 0.59516 0.52708 0.59056
16 0.68706 0.70029 0.67885
17 0.68873 0.70745 0.68009
18 0.69030 0.70808 0.68215
19 0.68527 0.70370 0.67765
20 0.67712 0.69571 0.67090
21 0.67509 0.70273 0.66626
22 0.67009 0.69429 0.66220
23 0.67577 0.70299 0.66736
24 0.68047 0.70151 0.67186
25 0.67669 0.70534 0.66965
26 0.68516 0.70111 0.67844
27 0.68353 0.70881 0.67679
28 0.68048 0.69893 0.67289
