1 0.75877 0.73416 0.75422
2 0.76880 0.74643 0.76224
3 0.77435 0.75286 0.76629
4 0.77349 0.75320 0.76503
5 0.77628 0.74492 0.76752
6 0.78097 0.75307 0.77059
7 0.78308 0.75561 0.77162
8 0.78291 0.75919 0.77103
9 0.78354 0.74456 0.76921
10 0.78064 0.76191 0.76786
11 0.78701 0.75144 0.77262
12 0.78479 0.74046 0.76885
13 0.78833 0.76242 0.77231
14 0.78845 0.75876 0.77004
15 0.78659 0.76522 0.76945
16 0.79018 0.76063 0.77074
17 0.79105 0.75672 0.77133
18 0.78687 0.75930 0.77038
19 0.79339 0.75317 0.77260
20 0.79405 0.75186 0.77356
21 0.79144 0.76145 0.77058
22 0.79263 0.75002 0.77190
23 0.79529 0.75036 0.77318
24 0.79453 0.75399 0.77339
25 0.79270 0.75748 0.77047
26 0.79548 0.75782 0.77267
27 0.79664 0.75165 0.77306
28 0.79362 0.75905 0.77040
29 0.79515 0.75407 0.77180
30 0.79597 0.74834 0.77172
31 0.79557 0.74640 0.77061
32 0.79335 0.76629 0.76903
33 0.79425 0.75826 0.76980
34 0.79448 0.76173 0.76924
35 0.79652 0.76195 0.77188
36 0.79878 0.75542 0.77284
37 0.79826 0.75580 0.77153
38 0.78869 0.76617 0.76416
39 0.79588 0.75637 0.77031
40 0.79905 0.75398 0.77185
41 0.79486 0.73714 0.76815
42 0.79747 0.76076 0.77038
43 0.79674 0.74745 0.76892
44 0.79777 0.76060 0.77088
45 0.79725 0.75626 0.77008
46 0.79473 0.73431 0.76616
47 0.79933 0.75677 0.77113
48 0.80073 0.74981 0.77171
49 0.79849 0.74160 0.76928
50 0.80008 0.75672 0.77076
51 0.79955 0.74246 0.76938
52 0.80101 0.75042 0.77158
