1 0.76408 0.74261 0.75899
2 0.77066 0.73750 0.76416
3 0.77744 0.75825 0.76922
4 0.78300 0.76108 0.77243
5 0.78526 0.75143 0.77365
6 0.78939 0.75893 0.77659
7 0.78720 0.75037 0.77304
8 0.79455 0.75166 0.77736
9 0.79576 0.75730 0.77934
10 0.79971 0.76306 0.77991
11 0.80258 0.75966 0.78054
12 0.80083 0.76431 0.77859
13 0.80426 0.75034 0.77972
14 0.80241 0.76881 0.77751
15 0.80742 0.75246 0.78052
16 0.80941 0.76418 0.78108
17 0.81071 0.74729 0.77841
18 0.81244 0.75634 0.78031
19 0.81460 0.75865 0.78072
20 0.81693 0.75743 0.78097
21 0.81498 0.76428 0.77837
22 0.81882 0.75417 0.77941
23 0.82124 0.75800 0.77926
24 0.81981 0.75049 0.77841
25 0.82063 0.76344 0.77815
26 0.82233 0.74568 0.77721
27 0.82493 0.74923 0.77722
28 0.82496 0.76215 0.77671
29 0.82514 0.76321 0.77684
30 0.82827 0.75618 0.77735
31 0.83054 0.74871 0.77630
32 0.82913 0.76339 0.77459
33 0.83191 0.74169 0.77496
34 0.83167 0.75875 0.77415
