1 0.67380 0.65962 0.66822
2 0.68564 0.65825 0.68084
3 0.66243 0.62385 0.65659
4 0.62704 0.58776 0.62381
5 0.68156 0.70363 0.67312
6 0.57869 0.52669 0.57345
7 0.67955 0.70236 0.67130
8 0.67453 0.70501 0.66634
9 0.61041 0.55666 0.60584
10 0.68438 0.70968 0.67695
11 0.67822 0.70779 0.67019
12 0.70033 0.71091 0.69442
13 0.68340 0.70656 0.67644
14 0.64959 0.69096 0.64153
15 0.69234 0.70709 0.68499
16 0.69652 0.69744 0.68923
17 0.68285 0.70728 0.67514
18 0.68179 0.70379 0.67397
19 0.66956 0.69816 0.66218
20 0.68967 0.69965 0.68192
21 0.67281 0.68371 0.66705
22 0.68229 0.69774 0.67436
23 0.68138 0.69350 0.67274
24 0.68039 0.69155 0.67156
25 0.67385 0.69413 0.66522
26 0.67756 0.69551 0.66831
27 0.68139 0.69647 0.67354
28 0.67620 0.68972 0.66984
29 0.68676 0.69652 0.67978
30 0.67580 0.69477 0.66720
31 0.67934 0.69413 0.67061
32 0.67671 0.69669 0.66807
