1 0.76123 0.75370 0.75327
2 0.77444 0.74655 0.76439
3 0.78295 0.76202 0.77046
4 0.78913 0.75823 0.77542
5 0.78356 0.72904 0.76695
6 0.79669 0.75486 0.77790
7 0.79696 0.75896 0.77654
8 0.79974 0.74358 0.77696
9 0.79464 0.76680 0.77116
10 0.80202 0.74154 0.77390
11 0.80673 0.76711 0.77729
12 0.80959 0.76123 0.77808
13 0.81166 0.75451 0.77778
14 0.81423 0.74209 0.77646
15 0.81722 0.75417 0.77880
16 0.81934 0.75052 0.77681
17 0.81829 0.75256 0.77604
18 0.82093 0.75737 0.77804
19 0.82419 0.76064 0.77612
20 0.82540 0.74669 0.77534
21 0.82587 0.75396 0.77562
22 0.82690 0.76309 0.77562
23 0.82857 0.74560 0.77418
24 0.83167 0.74925 0.77507
25 0.83107 0.75580 0.77333
26 0.83467 0.74548 0.77259
27 0.83375 0.73564 0.77020
28 0.83677 0.75283 0.77356
29 0.83040 0.75983 0.77041
30 0.83792 0.74802 0.77009
