1 0.70149 0.72026 0.69534
2 0.70762 0.67292 0.70532
3 0.73779 0.73216 0.73346
4 0.73913 0.73407 0.73497
5 0.72806 0.72821 0.72457
6 0.72907 0.73686 0.72441
7 0.72930 0.73321 0.72349
8 0.73797 0.73902 0.73262
9 0.73007 0.72696 0.72529
10 0.73091 0.73411 0.72513
11 0.72206 0.73576 0.71673
12 0.73181 0.73656 0.72586
13 0.73190 0.73896 0.72780
14 0.72486 0.73615 0.72100
15 0.73081 0.73874 0.72646
16 0.71416 0.72977 0.70969
17 0.73304 0.73609 0.72685
18 0.64820 0.57632 0.64568
19 0.73102 0.73818 0.72509
20 0.72352 0.73563 0.71738
21 0.69842 0.72930 0.69046
22 0.71812 0.73392 0.71252
23 0.69613 0.72239 0.68980
24 0.70427 0.73174 0.69901
25 0.70638 0.71782 0.70056
26 0.72077 0.73124 0.71560
27 0.71492 0.72378 0.70948
28 0.70901 0.73277 0.70332
