1 0.75498 0.72263 0.74748
2 0.77549 0.73684 0.76530
3 0.78238 0.73662 0.76776
4 0.79087 0.75893 0.77203
5 0.79380 0.74736 0.77299
6 0.79858 0.75136 0.77496
7 0.80240 0.75694 0.77569
8 0.80848 0.75357 0.77924
9 0.80829 0.73540 0.77553
10 0.81472 0.75916 0.77828
11 0.80986 0.76911 0.77196
12 0.81963 0.76641 0.77684
13 0.82222 0.75936 0.77618
14 0.82346 0.73713 0.77142
15 0.82928 0.73872 0.77499
16 0.82429 0.72444 0.76883
17 0.83592 0.75652 0.77496
18 0.83791 0.75105 0.77340
19 0.84278 0.73668 0.77130
20 0.84714 0.74523 0.77337
21 0.85105 0.74735 0.77322
22 0.84686 0.72740 0.76459
23 0.85153 0.73232 0.76948
24 0.85315 0.73555 0.76696
25 0.85363 0.72547 0.76422
26 0.85940 0.74443 0.76982
27 0.86213 0.72704 0.76749
28 0.85878 0.71767 0.76031
29 0.86288 0.74768 0.76587
30 0.87073 0.73911 0.76440
31 0.86968 0.74589 0.76314
