1 0.76123 0.75006 0.75291
2 0.77146 0.75714 0.76099
3 0.78027 0.74298 0.76783
4 0.78745 0.74605 0.77015
5 0.79173 0.75800 0.77368
6 0.79512 0.75861 0.77283
7 0.80097 0.75703 0.77580
8 0.79867 0.73142 0.77238
9 0.80655 0.75226 0.77581
10 0.80785 0.75938 0.77527
11 0.81177 0.75844 0.77586
12 0.81462 0.75217 0.77696
13 0.81406 0.74240 0.77286
14 0.81546 0.74308 0.77203
15 0.81474 0.75314 0.76957
16 0.81846 0.74019 0.77234
17 0.82178 0.75254 0.77218
18 0.82041 0.75934 0.76984
19 0.82451 0.75149 0.77062
20 0.82353 0.74590 0.76857
21 0.83011 0.74599 0.77087
22 0.83051 0.74655 0.76923
23 0.83114 0.75435 0.76903
24 0.82923 0.75257 0.76872
25 0.83370 0.74351 0.76921
26 0.83353 0.75125 0.76775
27 0.83377 0.74992 0.76634
28 0.83790 0.73897 0.76796
29 0.83171 0.73660 0.76302
30 0.83877 0.74176 0.76647
