1 0.636 0.621
2 0.669 0.644
3 0.681 0.651
4 0.689 0.656
5 0.695 0.659
6 0.699 0.660
7 0.701 0.662
8 0.704 0.663
9 0.706 0.664
10 0.708 0.665 0.698
11 0.710 0.666
12 0.713 0.667
13 0.714 0.669
14 0.716 0.670
15 0.717 0.671
16 0.719 0.672
17 0.720 0.672
18 0.721 0.673
19 0.722 0.674
20 0.724 0.674 0.706
21 0.725 0.675
22 0.725 0.675
23 0.726 0.676
24 0.727 0.676
25 0.728 0.677
26 0.728 0.677
27 0.729 0.677
28 0.729 0.677
29 0.730 0.677
30 0.731 0.678 0.707
31 0.731 0.678
32 0.732 0.678
33 0.732 0.678
34 0.733 0.678
35 0.733 0.678
36 0.733 0.678
37 0.734 0.678
38 0.734 0.678
39 0.735 0.677
40 0.735 0.677 0.709
41 0.735 0.677
42 0.736 0.677
43 0.736 0.677
44 0.736 0.677
45 0.737 0.677
46 0.737 0.677
47 0.737 0.677
48 0.737 0.676
49 0.738 0.676
50 0.738 0.676 0.709
51 0.738 0.676
52 0.738 0.676
53 0.739 0.676
54 0.739 0.676
55 0.739 0.676
56 0.739 0.676
57 0.739 0.675
