1 0.663 0.650
2 0.692 0.671
3 0.702 0.677
4 0.709 0.683
5 0.714 0.686
6 0.717 0.688
7 0.719 0.689
8 0.721 0.691
9 0.722 0.692
10 0.724 0.693 0.716
11 0.725 0.694
12 0.726 0.695
13 0.727 0.696
14 0.728 0.696
15 0.729 0.697
16 0.730 0.697
17 0.731 0.697
18 0.731 0.697
19 0.732 0.697
20 0.733 0.697 0.721
21 0.733 0.697
22 0.734 0.697
23 0.734 0.697
24 0.735 0.697
25 0.735 0.697
26 0.736 0.698
27 0.736 0.698
28 0.737 0.698
29 0.738 0.698
30 0.738 0.698 0.722
31 0.739 0.699
32 0.740 0.698
33 0.740 0.699
34 0.741 0.699
35 0.742 0.699
36 0.742 0.700
37 0.743 0.700
38 0.744 0.700
39 0.744 0.700
40 0.745 0.700 0.725
41 0.745 0.700
42 0.746 0.700
43 0.746 0.700
44 0.747 0.700
45 0.747 0.700
46 0.748 0.701
47 0.748 0.701
48 0.749 0.701
49 0.749 0.701
50 0.750 0.701 0.726
51 0.750 0.701
52 0.751 0.701
53 0.751 0.701
54 0.751 0.701
55 0.752 0.702
56 0.752 0.701
57 0.753 0.701
58 0.753 0.702
59 0.753 0.702
60 0.754 0.702 0.728
61 0.754 0.702
62 0.754 0.702
63 0.755 0.702
64 0.755 0.702
65 0.756 0.702
66 0.756 0.702
67 0.756 0.702
68 0.756 0.702
69 0.756 0.702
70 0.756 0.701 0.729
71 0.757 0.701
72 0.757 0.701
73 0.757 0.701
74 0.757 0.701
75 0.757 0.701
76 0.758 0.701
77 0.758 0.701
78 0.758 0.701
79 0.758 0.701
80 0.758 0.701 0.729
81 0.758 0.701
