1 0.652 0.641
2 0.686 0.669
3 0.699 0.678
4 0.705 0.681
5 0.709 0.683
6 0.712 0.685
7 0.715 0.686
8 0.717 0.688
9 0.720 0.689
10 0.721 0.690 0.713
11 0.723 0.691
12 0.725 0.692
13 0.726 0.693
14 0.727 0.694
15 0.729 0.695
16 0.730 0.696
17 0.731 0.696
18 0.732 0.697
19 0.733 0.697
20 0.734 0.698 0.721
21 0.735 0.698
22 0.736 0.698
23 0.736 0.698
24 0.737 0.699
25 0.738 0.699
26 0.738 0.699
27 0.739 0.699
28 0.740 0.699
29 0.740 0.699
30 0.741 0.699 0.724
31 0.742 0.699
32 0.742 0.699
33 0.743 0.699
34 0.743 0.699
35 0.744 0.699
36 0.744 0.698
37 0.745 0.698
38 0.745 0.698
39 0.746 0.698
40 0.746 0.698 0.725
41 0.747 0.698
42 0.748 0.698
43 0.748 0.698
44 0.749 0.698
45 0.749 0.697
46 0.750 0.697
