1 0.645 0.635
2 0.684 0.668
3 0.696 0.676
4 0.702 0.679
5 0.706 0.681
6 0.709 0.683
7 0.712 0.684
8 0.714 0.685
9 0.717 0.687
10 0.719 0.689 0.712
11 0.721 0.690
12 0.723 0.690
13 0.724 0.690
14 0.725 0.690
15 0.726 0.691
16 0.728 0.691
17 0.729 0.692
18 0.730 0.692
19 0.730 0.693
20 0.731 0.693 0.719
21 0.732 0.694
22 0.732 0.694
23 0.733 0.695
24 0.734 0.695
25 0.734 0.695
26 0.735 0.695
27 0.735 0.695
28 0.736 0.695
29 0.736 0.695
30 0.737 0.695 0.722
31 0.737 0.695
32 0.738 0.695
33 0.738 0.695
34 0.739 0.695
35 0.739 0.696
36 0.739 0.696
37 0.740 0.696
38 0.740 0.696
39 0.741 0.696
40 0.741 0.696 0.724
41 0.741 0.696
42 0.742 0.696
43 0.742 0.696
44 0.742 0.696
45 0.743 0.696
46 0.743 0.696
47 0.743 0.696
48 0.743 0.696
49 0.743 0.696
50 0.743 0.696 0.724
51 0.743 0.696
52 0.744 0.696
53 0.744 0.696
54 0.744 0.696
55 0.744 0.695
56 0.744 0.695
57 0.744 0.695
58 0.744 0.695
59 0.744 0.695
60 0.745 0.695 0.724
61 0.745 0.695
62 0.745 0.695
63 0.745 0.695
64 0.745 0.694
65 0.745 0.694
66 0.745 0.694
67 0.745 0.694
68 0.745 0.694
