1 0.621 0.612
2 0.662 0.642
3 0.678 0.652
4 0.688 0.657
5 0.694 0.661
6 0.699 0.664
7 0.703 0.666
8 0.707 0.668
9 0.711 0.670
10 0.713 0.671 0.699
11 0.717 0.671
12 0.720 0.672
13 0.723 0.673
14 0.726 0.674
15 0.729 0.675
16 0.731 0.676
17 0.734 0.676
18 0.737 0.677
19 0.739 0.678
20 0.742 0.679 0.708
21 0.744 0.679
22 0.746 0.680
23 0.748 0.680
24 0.750 0.680
25 0.753 0.680
26 0.755 0.680
27 0.757 0.681
28 0.759 0.681
29 0.761 0.681
30 0.764 0.681 0.712
31 0.766 0.681
32 0.768 0.681
33 0.770 0.681
34 0.772 0.681
35 0.775 0.681
36 0.776 0.681
37 0.778 0.681
38 0.779 0.681
39 0.781 0.682
40 0.782 0.682 0.714
41 0.784 0.682
42 0.785 0.682
43 0.786 0.682
44 0.787 0.682
45 0.789 0.682
46 0.790 0.682
47 0.790 0.681
48 0.791 0.681
49 0.792 0.680
