1 0.661 0.648
2 0.693 0.665
3 0.704 0.672
4 0.711 0.676
5 0.715 0.679
6 0.717 0.681
7 0.720 0.682
8 0.722 0.683
9 0.724 0.684
10 0.726 0.685 0.716
11 0.728 0.686
12 0.729 0.687
13 0.731 0.688
14 0.732 0.688
15 0.734 0.688
16 0.735 0.689
17 0.736 0.689
18 0.738 0.690
19 0.739 0.690
20 0.740 0.690 0.720
21 0.741 0.690
22 0.742 0.691
23 0.743 0.691
24 0.744 0.692
25 0.745 0.692
26 0.746 0.692
27 0.747 0.692
28 0.748 0.692
29 0.749 0.693
30 0.750 0.693 0.721
31 0.751 0.693
32 0.753 0.694
33 0.754 0.694
34 0.755 0.694
35 0.756 0.694
36 0.757 0.694
37 0.758 0.694
38 0.759 0.695
39 0.760 0.695
40 0.761 0.695 0.722
41 0.762 0.695
42 0.763 0.695
43 0.765 0.696
44 0.766 0.696
45 0.767 0.696
46 0.768 0.696
47 0.769 0.697
48 0.770 0.697
49 0.771 0.697
50 0.772 0.698 0.726
51 0.773 0.698
52 0.774 0.699
53 0.775 0.699
54 0.776 0.699
55 0.777 0.699
56 0.778 0.699
57 0.779 0.699
58 0.780 0.699
59 0.781 0.699
60 0.781 0.700 0.727
61 0.782 0.700
62 0.783 0.700
63 0.784 0.700
64 0.785 0.700
65 0.785 0.700
66 0.786 0.700
67 0.787 0.700
68 0.787 0.700
69 0.788 0.699
70 0.788 0.699 0.727
71 0.789 0.699
72 0.790 0.699
73 0.790 0.699
74 0.791 0.699
75 0.791 0.699
76 0.792 0.699
77 0.792 0.699
78 0.793 0.699
79 0.793 0.698
80 0.794 0.698 0.726
81 0.794 0.698
82 0.795 0.698
83 0.795 0.698
84 0.796 0.698
85 0.796 0.698
