1 0.646 0.639
2 0.682 0.664
3 0.692 0.668
4 0.699 0.671
5 0.702 0.673
6 0.705 0.674
7 0.707 0.675
8 0.708 0.676
9 0.710 0.677
10 0.711 0.677 0.703
11 0.712 0.677
12 0.713 0.678
13 0.714 0.678
14 0.715 0.678
15 0.715 0.678
16 0.716 0.678
17 0.716 0.678
18 0.717 0.678
19 0.717 0.678
20 0.718 0.678 0.707
21 0.718 0.678
22 0.718 0.678
23 0.719 0.678
24 0.719 0.678
25 0.719 0.678
26 0.719 0.678
27 0.720 0.678
28 0.720 0.678
29 0.720 0.678
30 0.720 0.678 0.708
31 0.721 0.678
32 0.721 0.678
33 0.721 0.678
34 0.721 0.679
35 0.721 0.678
36 0.722 0.679
37 0.722 0.679
38 0.722 0.678
39 0.722 0.679
40 0.722 0.678 0.710
41 0.723 0.679
42 0.723 0.679
43 0.723 0.679
44 0.723 0.679
45 0.723 0.679
46 0.723 0.678
47 0.723 0.678
48 0.724 0.678
49 0.724 0.678
50 0.724 0.679 0.710
51 0.724 0.678
52 0.724 0.679
53 0.724 0.679
54 0.725 0.678
55 0.725 0.678
56 0.725 0.678
57 0.725 0.678
58 0.725 0.678
59 0.726 0.678
60 0.726 0.678 0.711
61 0.726 0.678
62 0.726 0.678
63 0.726 0.678
64 0.726 0.679
