1 0.662 0.650
2 0.692 0.669
3 0.704 0.677
4 0.711 0.681
5 0.716 0.684
6 0.719 0.686
7 0.722 0.689
8 0.724 0.691
9 0.726 0.692
10 0.728 0.693 0.719
11 0.730 0.694
12 0.732 0.695
13 0.733 0.695
14 0.735 0.696
15 0.737 0.696
16 0.738 0.697
17 0.740 0.697
18 0.741 0.698
19 0.742 0.698
20 0.743 0.698 0.728
21 0.744 0.698
22 0.744 0.698
23 0.745 0.699
24 0.746 0.699
25 0.747 0.699
26 0.748 0.699
27 0.749 0.700
28 0.749 0.700
29 0.750 0.700
30 0.751 0.700 0.731
31 0.752 0.700
32 0.752 0.700
33 0.753 0.700
34 0.753 0.701
35 0.754 0.701
36 0.754 0.701
37 0.755 0.701
38 0.756 0.701
39 0.756 0.701
40 0.757 0.701 0.731
41 0.758 0.701
42 0.758 0.701
43 0.759 0.701
44 0.760 0.701
45 0.760 0.701
46 0.761 0.701
47 0.761 0.701
48 0.762 0.701
49 0.763 0.701
50 0.763 0.702 0.732
51 0.764 0.702
52 0.764 0.702
53 0.765 0.702
54 0.766 0.702
55 0.766 0.702
56 0.767 0.703
57 0.768 0.703
58 0.768 0.702
59 0.769 0.703
60 0.769 0.703 0.732
61 0.769 0.703
62 0.770 0.703
63 0.770 0.703
64 0.771 0.703
65 0.771 0.703
66 0.772 0.703
67 0.772 0.703
68 0.772 0.704
69 0.773 0.704
70 0.773 0.704 0.733
71 0.773 0.703
72 0.774 0.703
73 0.774 0.703
74 0.775 0.703
75 0.775 0.703
76 0.775 0.703
77 0.775 0.703
78 0.776 0.703
79 0.776 0.703
80 0.776 0.703 0.733
81 0.776 0.703
82 0.777 0.703
83 0.777 0.703
84 0.777 0.702
85 0.778 0.702
86 0.778 0.702
87 0.778 0.702
88 0.779 0.702
