1 0.668 0.654
2 0.695 0.673
3 0.705 0.679
4 0.712 0.682
5 0.717 0.685
6 0.720 0.688
7 0.724 0.691
8 0.726 0.692
9 0.729 0.694
10 0.731 0.695 0.723
11 0.732 0.696
12 0.734 0.697
13 0.736 0.697
14 0.737 0.698
15 0.738 0.698
16 0.739 0.698
17 0.740 0.699
18 0.741 0.698
19 0.742 0.699
20 0.742 0.699 0.729
21 0.743 0.699
22 0.744 0.699
23 0.745 0.699
24 0.746 0.700
25 0.747 0.700
26 0.748 0.700
27 0.749 0.700
28 0.750 0.700
29 0.750 0.701
30 0.751 0.701 0.731
31 0.752 0.701
32 0.753 0.702
33 0.753 0.702
34 0.754 0.703
35 0.755 0.703
36 0.755 0.703
37 0.756 0.703
38 0.756 0.703
39 0.757 0.703
40 0.757 0.703 0.732
41 0.758 0.703
42 0.759 0.703
43 0.759 0.703
44 0.760 0.703
45 0.760 0.703
46 0.761 0.703
47 0.762 0.703
48 0.762 0.704
49 0.763 0.704
50 0.763 0.704 0.733
51 0.764 0.704
52 0.764 0.704
53 0.765 0.704
54 0.765 0.704
55 0.766 0.704
56 0.766 0.703
57 0.767 0.704
58 0.767 0.704
59 0.768 0.704
60 0.768 0.704 0.734
61 0.769 0.704
62 0.769 0.704
63 0.770 0.704
64 0.770 0.704
65 0.770 0.704
66 0.771 0.704
67 0.771 0.704
68 0.772 0.704
69 0.772 0.704
70 0.772 0.704 0.734
71 0.773 0.705
72 0.773 0.705
73 0.774 0.705
74 0.774 0.705
75 0.774 0.705
76 0.775 0.705
77 0.775 0.705
78 0.775 0.705
79 0.776 0.705
80 0.776 0.705 0.734
81 0.777 0.705
82 0.777 0.705
83 0.777 0.705
84 0.778 0.705
85 0.778 0.705
86 0.778 0.705
87 0.778 0.705
88 0.779 0.705
89 0.779 0.705
90 0.779 0.705 0.735
91 0.779 0.705
92 0.779 0.705
93 0.780 0.705
94 0.780 0.705
95 0.780 0.705
