1 0.627 0.617
2 0.666 0.645
3 0.681 0.653
4 0.690 0.658
5 0.696 0.660
6 0.701 0.661
7 0.705 0.662
8 0.709 0.664
9 0.712 0.665
10 0.715 0.665 0.700
11 0.718 0.666
12 0.721 0.667
13 0.724 0.668
14 0.727 0.669
15 0.729 0.670
16 0.732 0.672
17 0.734 0.673
18 0.736 0.673
19 0.738 0.674
20 0.740 0.675 0.707
21 0.741 0.676
22 0.743 0.677
23 0.745 0.678
24 0.746 0.678
25 0.748 0.678
26 0.750 0.679
27 0.752 0.679
28 0.754 0.680
29 0.755 0.680
30 0.757 0.681 0.710
31 0.759 0.681
32 0.761 0.682
33 0.762 0.682
34 0.764 0.683
35 0.765 0.683
36 0.767 0.683
37 0.768 0.683
38 0.770 0.683
39 0.771 0.683
40 0.772 0.683 0.711
41 0.774 0.683
42 0.775 0.683
43 0.776 0.683
44 0.777 0.683
45 0.778 0.683
46 0.779 0.683
47 0.780 0.683
48 0.781 0.683
49 0.781 0.683
50 0.782 0.683 0.711
51 0.783 0.683
52 0.784 0.683
53 0.785 0.683
54 0.786 0.683
55 0.787 0.683
56 0.788 0.683
57 0.789 0.683
