1 0.660 0.645
2 0.693 0.666
3 0.704 0.672
4 0.710 0.675
5 0.715 0.678
6 0.718 0.680
7 0.720 0.681
8 0.723 0.682
9 0.725 0.683
10 0.726 0.683 0.718
11 0.728 0.684
12 0.730 0.684
13 0.732 0.685
14 0.734 0.686
15 0.735 0.687
16 0.737 0.688
17 0.738 0.688
18 0.740 0.689
19 0.741 0.690
20 0.743 0.691 0.725
21 0.744 0.692
22 0.746 0.693
23 0.747 0.693
24 0.748 0.694
25 0.749 0.694
26 0.751 0.695
27 0.751 0.695
28 0.753 0.695
29 0.754 0.696
30 0.755 0.696 0.729
31 0.755 0.696
32 0.757 0.696
33 0.758 0.697
34 0.759 0.697
35 0.759 0.697
36 0.760 0.697
37 0.761 0.697
38 0.762 0.697
39 0.763 0.697
40 0.763 0.697 0.730
41 0.764 0.697
42 0.765 0.696
43 0.765 0.696
44 0.766 0.696
45 0.767 0.696
46 0.767 0.696
47 0.768 0.695
48 0.768 0.695
49 0.769 0.695
50 0.769 0.695 0.728
51 0.770 0.694
52 0.770 0.694
53 0.771 0.694
54 0.771 0.694
55 0.772 0.694
56 0.773 0.694
57 0.773 0.693
58 0.774 0.693
