1 0.660 0.641
2 0.686 0.658
3 0.698 0.664
4 0.705 0.670
5 0.711 0.673
6 0.714 0.676
7 0.717 0.678
8 0.719 0.679
9 0.720 0.680
10 0.722 0.681 0.713
11 0.723 0.682
12 0.724 0.682
13 0.726 0.682
14 0.727 0.683
15 0.727 0.683
16 0.728 0.683
17 0.729 0.683
18 0.729 0.683
19 0.730 0.683
20 0.731 0.683 0.717
21 0.731 0.683
22 0.732 0.684
23 0.732 0.684
24 0.733 0.684
25 0.733 0.683
26 0.734 0.683
27 0.734 0.683
28 0.734 0.683
29 0.735 0.683
30 0.735 0.682 0.717
31 0.735 0.682
32 0.736 0.682
33 0.736 0.682
34 0.736 0.682
35 0.737 0.682
36 0.737 0.682
37 0.737 0.682
38 0.738 0.682
39 0.738 0.682
40 0.738 0.682 0.717
41 0.739 0.682
42 0.739 0.682
43 0.739 0.682
44 0.740 0.682
