1 0.653 0.641
2 0.684 0.662
3 0.696 0.667
4 0.703 0.670
5 0.707 0.672
6 0.710 0.674
7 0.713 0.676
8 0.715 0.678
9 0.717 0.680
10 0.720 0.682 0.711
11 0.722 0.684
12 0.724 0.685
13 0.726 0.687
14 0.728 0.689
15 0.730 0.691
16 0.732 0.692
17 0.733 0.693
18 0.734 0.693
19 0.735 0.694
20 0.736 0.694 0.719
21 0.737 0.695
22 0.738 0.695
23 0.739 0.696
24 0.740 0.696
25 0.741 0.697
26 0.742 0.697
27 0.742 0.697
28 0.743 0.697
29 0.743 0.697
30 0.744 0.697 0.719
31 0.744 0.697
32 0.745 0.697
33 0.745 0.697
34 0.746 0.697
35 0.746 0.697
36 0.747 0.697
37 0.747 0.697
38 0.748 0.697
39 0.748 0.697
40 0.749 0.696 0.718
41 0.749 0.696
42 0.749 0.696
43 0.750 0.696
44 0.750 0.696
45 0.751 0.696
46 0.751 0.696
47 0.752 0.696
48 0.752 0.695
