1 0.640 0.627
2 0.669 0.648
3 0.683 0.655
4 0.693 0.660
5 0.699 0.664
6 0.704 0.666
7 0.708 0.668
8 0.711 0.670
9 0.714 0.672
10 0.717 0.674 0.703
11 0.720 0.675
12 0.723 0.676
13 0.725 0.677
14 0.728 0.677
15 0.730 0.677
16 0.731 0.677
17 0.733 0.677
18 0.735 0.677
19 0.737 0.677
20 0.738 0.676 0.710
21 0.740 0.676
22 0.741 0.676
23 0.742 0.676
24 0.744 0.676
25 0.745 0.676
26 0.747 0.676
27 0.748 0.676
28 0.750 0.676
29 0.751 0.677
30 0.753 0.677 0.712
31 0.754 0.678
32 0.756 0.678
33 0.757 0.679
34 0.759 0.679
35 0.760 0.680
36 0.762 0.681
37 0.763 0.681
38 0.765 0.682
39 0.766 0.683
40 0.767 0.683 0.714
41 0.768 0.684
42 0.769 0.685
43 0.771 0.685
44 0.772 0.686
45 0.773 0.686
46 0.774 0.687
47 0.775 0.687
48 0.776 0.687
49 0.776 0.688
50 0.777 0.688 0.715
51 0.778 0.687
52 0.779 0.687
53 0.780 0.687
54 0.781 0.687
55 0.782 0.686
56 0.783 0.686
57 0.783 0.686
58 0.784 0.686
59 0.785 0.686
60 0.785 0.686 0.715
61 0.786 0.686
62 0.786 0.686
63 0.787 0.685
64 0.787 0.685
65 0.788 0.685
66 0.788 0.685
67 0.789 0.684
68 0.789 0.684
69 0.790 0.684
70 0.790 0.684 0.714
