1 0.651 0.637
2 0.679 0.657
3 0.691 0.663
4 0.697 0.667
5 0.701 0.671
6 0.705 0.672
7 0.708 0.674
8 0.711 0.676
9 0.714 0.677
10 0.716 0.678 0.708
11 0.719 0.679
12 0.721 0.680
13 0.723 0.680
14 0.724 0.681
15 0.726 0.682
16 0.727 0.682
17 0.728 0.682
18 0.729 0.682
19 0.730 0.682
20 0.731 0.682 0.715
21 0.732 0.682
22 0.732 0.683
23 0.733 0.683
24 0.733 0.682
25 0.734 0.682
26 0.734 0.682
27 0.735 0.681
28 0.735 0.681
29 0.736 0.681
30 0.737 0.681 0.714
31 0.737 0.681
32 0.737 0.680
33 0.738 0.680
34 0.738 0.680
35 0.739 0.680
36 0.739 0.680
37 0.740 0.680
38 0.740 0.680
39 0.740 0.679
40 0.741 0.679 0.715
41 0.741 0.679
42 0.742 0.680
