1 0.636 0.616
2 0.673 0.652
3 0.682 0.659
4 0.686 0.660
5 0.688 0.661
6 0.690 0.660
7 0.693 0.661
8 0.695 0.661
9 0.696 0.662
10 0.698 0.662 0.687
11 0.699 0.662
12 0.700 0.662
13 0.701 0.663
14 0.702 0.663
15 0.702 0.663
16 0.703 0.663
17 0.704 0.663
18 0.704 0.663
19 0.705 0.663
20 0.705 0.663 0.691
21 0.706 0.663
22 0.707 0.663
23 0.707 0.663
24 0.707 0.662
25 0.707 0.662
26 0.708 0.662
27 0.708 0.662
28 0.708 0.662
29 0.708 0.662
30 0.709 0.662 0.692
31 0.709 0.662
32 0.709 0.662
33 0.709 0.662
34 0.710 0.661
35 0.710 0.661
36 0.710 0.661
37 0.710 0.661
38 0.710 0.661
39 0.710 0.661
