1 0.649 0.633
2 0.687 0.662
3 0.699 0.668
4 0.705 0.670
5 0.708 0.671
6 0.712 0.672
7 0.715 0.673
8 0.717 0.674
9 0.719 0.675
10 0.721 0.675 0.709
11 0.722 0.675
12 0.724 0.675
13 0.725 0.674
14 0.727 0.675
15 0.728 0.675
16 0.729 0.674
17 0.731 0.674
18 0.732 0.674
19 0.734 0.675
20 0.735 0.674 0.711
21 0.736 0.675
22 0.737 0.675
23 0.739 0.675
24 0.740 0.675
25 0.741 0.675
26 0.743 0.675
27 0.744 0.675
28 0.745 0.675
29 0.747 0.676
30 0.748 0.676 0.713
31 0.749 0.676
32 0.750 0.676
33 0.752 0.676
34 0.753 0.676
35 0.754 0.677
