1 0.646 0.629
2 0.683 0.653
3 0.697 0.664
4 0.706 0.669
5 0.711 0.672
6 0.714 0.673
7 0.716 0.674
8 0.718 0.674
9 0.720 0.675
10 0.722 0.675 0.712
11 0.723 0.676
12 0.725 0.676
13 0.727 0.677
14 0.729 0.677
15 0.731 0.678
16 0.732 0.679
17 0.734 0.680
18 0.736 0.681
19 0.737 0.681
20 0.739 0.681 0.718
21 0.740 0.682
22 0.741 0.683
23 0.743 0.683
24 0.744 0.683
25 0.745 0.684
26 0.747 0.684
27 0.748 0.684
28 0.749 0.685
29 0.750 0.685
30 0.752 0.685 0.720
31 0.753 0.686
32 0.754 0.686
33 0.755 0.686
34 0.756 0.686
35 0.757 0.686
36 0.758 0.687
37 0.759 0.687
38 0.760 0.687
39 0.760 0.687
40 0.761 0.688 0.721
41 0.762 0.688
42 0.764 0.688
43 0.764 0.688
44 0.765 0.688
45 0.766 0.688
46 0.766 0.688
47 0.767 0.688
48 0.768 0.688
49 0.769 0.688
50 0.769 0.688 0.721
51 0.770 0.688
52 0.771 0.689
53 0.772 0.689
54 0.772 0.689
55 0.773 0.689
56 0.774 0.689
57 0.774 0.689
58 0.775 0.689
59 0.776 0.689
60 0.776 0.689 0.722
61 0.777 0.689
62 0.778 0.689
63 0.778 0.690
64 0.779 0.690
65 0.779 0.690
66 0.780 0.690
67 0.780 0.690
68 0.781 0.690
69 0.781 0.690
70 0.782 0.690 0.722
71 0.782 0.690
72 0.783 0.691
73 0.783 0.691
74 0.783 0.690
75 0.784 0.691
76 0.785 0.691
77 0.785 0.691
78 0.785 0.691
79 0.786 0.691
80 0.786 0.691 0.722
81 0.787 0.691
82 0.787 0.691
83 0.787 0.691
84 0.788 0.691
85 0.788 0.691
86 0.788 0.691
87 0.789 0.691
88 0.789 0.691
89 0.789 0.691
90 0.790 0.691 0.723
91 0.790 0.691
92 0.790 0.691
93 0.790 0.692
94 0.791 0.692
95 0.791 0.692
96 0.791 0.692
97 0.792 0.692
98 0.792 0.692
99 0.792 0.691
100 0.792 0.691 0.722
101 0.792 0.691
102 0.793 0.691
103 0.793 0.691
104 0.793 0.691
105 0.793 0.691
106 0.794 0.691
107 0.794 0.691
108 0.794 0.691
109 0.794 0.691
110 0.795 0.691 0.721
111 0.795 0.691
112 0.795 0.691
113 0.795 0.691
114 0.795 0.691
115 0.795 0.691
116 0.795 0.691
117 0.795 0.691
