1 0.630 0.619
2 0.667 0.646
3 0.676 0.649
4 0.683 0.651
5 0.688 0.651
6 0.691 0.652
7 0.693 0.652
8 0.696 0.652
9 0.698 0.653
10 0.700 0.653 0.688
11 0.702 0.654
12 0.704 0.655
13 0.706 0.656
14 0.708 0.658
15 0.710 0.659
16 0.711 0.660
17 0.713 0.661
18 0.714 0.661
19 0.715 0.662
20 0.716 0.663 0.698
21 0.717 0.664
22 0.717 0.664
23 0.718 0.665
24 0.719 0.666
25 0.720 0.667
26 0.721 0.667
27 0.722 0.668
28 0.723 0.669
29 0.723 0.669
30 0.724 0.670 0.701
31 0.725 0.670
32 0.725 0.670
33 0.726 0.670
34 0.726 0.670
35 0.727 0.671
36 0.728 0.671
37 0.728 0.671
38 0.729 0.671
39 0.729 0.671
40 0.729 0.671 0.702
41 0.730 0.671
42 0.730 0.671
43 0.731 0.672
44 0.731 0.672
45 0.732 0.672
46 0.732 0.672
47 0.732 0.672
48 0.732 0.672
49 0.733 0.672
50 0.733 0.671 0.704
51 0.733 0.671
52 0.733 0.671
53 0.734 0.671
54 0.734 0.671
55 0.734 0.671
56 0.734 0.671
57 0.734 0.671
58 0.735 0.671
59 0.735 0.670
60 0.735 0.670 0.703
61 0.735 0.670
62 0.735 0.669
63 0.735 0.669
