1 0.662 0.649
2 0.693 0.672
3 0.706 0.679
4 0.713 0.683
5 0.718 0.686
6 0.721 0.688
7 0.724 0.689
8 0.726 0.690
9 0.728 0.692
10 0.730 0.693 0.722
11 0.731 0.694
12 0.733 0.695
13 0.734 0.695
14 0.736 0.696
15 0.737 0.696
16 0.738 0.696
17 0.739 0.697
18 0.740 0.697
19 0.741 0.698
20 0.742 0.698 0.727
21 0.743 0.699
22 0.743 0.699
23 0.744 0.699
24 0.745 0.700
25 0.746 0.700
26 0.747 0.700
27 0.747 0.700
28 0.748 0.700
29 0.749 0.700
30 0.749 0.700 0.730
31 0.750 0.701
32 0.751 0.701
33 0.751 0.701
34 0.752 0.701
35 0.752 0.701
36 0.752 0.702
37 0.753 0.701
38 0.753 0.702
39 0.754 0.702
40 0.754 0.702 0.731
41 0.755 0.701
42 0.755 0.701
43 0.756 0.701
44 0.756 0.701
45 0.756 0.701
46 0.757 0.701
47 0.757 0.701
48 0.757 0.701
49 0.758 0.701
50 0.758 0.701 0.731
51 0.758 0.701
52 0.759 0.701
53 0.759 0.701
54 0.759 0.701
55 0.759 0.701
56 0.759 0.700
57 0.760 0.700
58 0.760 0.700
