1 0.663 0.647
2 0.690 0.664
3 0.697 0.666
4 0.702 0.668
5 0.705 0.669
6 0.709 0.673
7 0.713 0.676
8 0.715 0.678
9 0.718 0.679
10 0.720 0.680 0.711
11 0.721 0.681
12 0.722 0.681
13 0.723 0.681
14 0.724 0.681
15 0.726 0.682
16 0.726 0.682
17 0.727 0.682
18 0.728 0.683
19 0.729 0.683
20 0.730 0.683 0.716
21 0.730 0.683
22 0.731 0.684
23 0.732 0.684
24 0.733 0.684
25 0.733 0.684
26 0.734 0.684
27 0.734 0.684
28 0.735 0.684
29 0.735 0.684
30 0.736 0.684 0.719
31 0.736 0.684
32 0.736 0.684
33 0.736 0.684
34 0.737 0.684
35 0.737 0.684
36 0.737 0.684
37 0.737 0.684
38 0.737 0.684
39 0.737 0.683
40 0.737 0.683 0.719
41 0.737 0.683
42 0.738 0.683
43 0.738 0.682
44 0.738 0.682
45 0.738 0.682
46 0.738 0.682
