1 0.636 0.622
2 0.674 0.649
3 0.687 0.657
4 0.694 0.661
5 0.699 0.663
6 0.702 0.664
7 0.705 0.665
8 0.707 0.665
9 0.709 0.666
10 0.711 0.666 0.700
11 0.713 0.668
12 0.715 0.668
13 0.716 0.668
14 0.718 0.668
15 0.719 0.669
16 0.720 0.669
17 0.722 0.669
18 0.723 0.669
19 0.725 0.669
20 0.726 0.669 0.703
21 0.728 0.670
22 0.729 0.670
23 0.731 0.671
24 0.732 0.672
25 0.733 0.672
26 0.735 0.673
27 0.736 0.674
28 0.737 0.674
29 0.739 0.675
30 0.740 0.675 0.709
31 0.741 0.675
32 0.743 0.676
33 0.744 0.676
34 0.745 0.676
35 0.746 0.677
36 0.747 0.677
37 0.748 0.677
38 0.749 0.677
39 0.749 0.677
40 0.750 0.678 0.713
41 0.751 0.678
42 0.752 0.677
43 0.753 0.678
44 0.753 0.678
45 0.754 0.678
